DATATYPE	 3 Dimensional Data
XYZUNITS	 Nanometer;Nanometer;Emission
DECIMALSYMBOL	 ,
X/Y	220,0	225,0	230,0	235,0	240,0	245,0	250,0	255,0	260,0	265,0	270,0	275,0	280,0	285,0	290,0	295,0	300,0	305,0	310,0	315,0	320,0	325,0	330,0	335,0	340,0	345,0	350,0	355,0	360,0	365,0	370,0	375,0	380,0	385,0	390,0	395,0	400,0	405,0	410,0	415,0	420,0	425,0	430,0	435,0	440,0	445,0	450,0	455,0	460,0	465,0	470,0	475,0	480,0	485,0	490,0	495,0	500,0
220,0	221,251	210,925	18,412	0,930	1,537	0,749	1,343	0,845	0,813	0,928	0,764	0,302	0,309	0,311	0,186	0,246	0,204	0,259	0,018	0,144	-0,062	-0,219	0,047	0,102	0,003	0,051	-0,076	-0,072	0,163	0,091	0,076	0,095	-0,116	-0,076	-0,053	-0,267	-0,020	-0,097	-0,073	0,007	-0,251	-0,303	0,830	5,092	14,149	13,507	4,747	0,472	-0,124	-0,146	-0,053	-0,119	0,029	0,084	-0,021	-0,063	0,238
221,0	203,949	212,258	24,352	1,107	0,888	1,249	1,118	1,095	0,647	0,378	0,493	0,432	0,499	0,093	0,145	0,074	0,264	0,093	0,018	-0,006	0,087	0,108	0,081	0,107	-0,230	-0,222	0,203	-0,044	0,001	-0,051	0,039	-0,146	-0,307	-0,122	-0,202	-0,244	0,058	-0,077	0,028	-0,024	-0,177	0,003	0,522	4,907	12,219	12,841	5,941	1,091	-0,050	-0,403	-0,160	-0,034	0,006	-0,006	-0,003	0,170	0,034
222,0	133,828	296,904	77,514	1,797	0,814	0,958	0,968	1,009	0,720	0,647	0,629	0,252	0,170	0,174	0,346	0,136	0,312	0,008	-0,030	-0,107	0,061	0,101	-0,037	0,033	-0,098	-0,055	-0,118	-0,085	0,078	0,138	-0,024	-0,223	-0,172	-0,129	-0,082	-0,237	-0,081	-0,154	-0,230	-0,096	-0,060	0,077	0,035	1,275	8,019	15,864	12,276	3,657	0,379	-0,103	0,217	0,025	0,016	0,097	0,042	0,161	0,045
223,0	118,747	292,829	84,395	3,747	0,809	0,775	0,998	1,181	0,698	0,424	0,524	0,526	0,361	0,240	0,026	0,254	0,403	0,311	0,218	-0,131	0,130	0,259	-0,023	0,086	-0,011	-0,105	-0,074	0,102	0,030	0,158	-0,131	-0,117	-0,008	-0,241	0,039	-0,048	-0,178	0,029	-0,033	-0,016	-0,077	-0,178	-0,087	1,211	7,173	15,256	14,017	4,918	0,840	-0,098	0,037	-0,078	-0,162	0,038	-0,187	0,136	0,225
224,0	79,061	306,547	163,080	7,587	1,624	1,645	0,914	0,995	0,546	0,449	0,629	0,412	0,707	0,368	0,009	0,262	0,167	0,161	0,064	0,007	0,075	0,250	0,061	0,046	-0,033	-0,103	-0,017	-0,043	-0,174	-0,049	0,089	-0,007	0,093	-0,112	-0,228	-0,292	-0,082	-0,110	0,009	-0,017	0,200	-0,125	-0,163	0,109	4,308	13,982	17,981	10,982	1,781	0,009	-0,088	0,069	-0,084	0,009	0,192	0,063	0,180
225,0	41,733	296,103	255,768	19,787	1,121	1,119	1,096	1,036	1,245	0,678	0,790	0,593	0,427	0,273	0,280	0,092	0,138	-0,086	0,224	0,151	0,026	-0,004	-0,146	-0,192	-0,153	0,004	0,127	-0,122	-0,026	-0,143	-0,101	0,022	-0,158	-0,011	-0,212	-0,193	-0,165	-0,282	-0,112	-0,024	0,122	0,180	0,028	-0,015	1,806	10,036	18,289	14,502	5,046	0,423	-0,060	-0,108	-0,002	-0,032	-0,107	-0,148	0,072
226,0	24,066	254,912	335,502	41,730	1,128	1,128	0,845	1,522	0,887	0,315	0,647	0,505	0,367	0,525	0,419	0,179	0,270	0,146	0,103	0,115	0,144	0,005	-0,204	-0,102	-0,282	-0,053	-0,048	0,056	0,021	0,064	0,016	-0,131	-0,023	-0,064	-0,059	-0,048	-0,162	-0,157	0,070	-0,187	0,133	0,063	-0,044	-0,014	0,580	7,005	17,480	20,328	7,745	1,376	0,178	-0,113	-0,046	0,064	-0,028	0,027	-0,059
227,0	9,711	216,321	421,790	84,635	1,666	1,187	0,842	0,910	0,743	0,475	0,224	0,452	0,398	0,348	0,187	0,137	0,126	0,142	0,153	0,105	0,103	0,067	0,060	-0,009	-0,134	0,066	-0,116	0,131	-0,026	-0,086	0,016	0,061	-0,098	-0,222	0,030	-0,060	-0,190	-0,177	-0,399	-0,053	0,112	0,167	0,004	-0,077	0,016	2,788	13,035	21,196	13,727	2,425	0,487	0,013	-0,069	-0,119	0,106	-0,173	-0,106
228,0	4,887	131,227	471,883	133,547	3,200	1,147	1,132	1,051	0,951	0,553	0,356	0,517	0,086	0,451	0,107	0,409	0,105	0,081	0,069	0,215	0,058	-0,098	-0,022	-0,015	-0,077	0,015	0,068	-0,118	0,167	-0,147	-0,083	-0,318	-0,136	-0,042	-0,173	-0,208	-0,249	-0,248	-0,234	-0,101	-0,043	0,143	-0,010	0,005	-0,074	1,803	8,740	21,895	18,231	6,331	0,699	-0,018	0,152	0,308	0,094	0,305	0,071
